province;red;green;blue;x;x
3816;56;114;125;FU_PROV_3816;x
3817;111;236;46;FU_PROV_3817;x
3818;167;101;223;FU_PROV_3818;x
3819;222;223;144;FU_PROV_3819;x
3820;22;89;65;FU_PROV_3820;x
3821;77;210;242;FU_PROV_3821;x
3822;133;76;163;FU_PROV_3822;x
3823;188;198;84;FU_PROV_3823;x
3824;244;64;5;FU_PROV_3824;x
3825;43;185;182;FU_PROV_3825;x
3826;99;51;103;FU_PROV_3826;x
3827;154;173;24;FU_PROV_3827;x
3828;210;38;201;FU_PROV_3828;x
3829;9;160;122;FU_PROV_3829;x
3830;65;26;43;FU_PROV_3830;x
3831;120;147;220;FU_PROV_3831;x
3832;176;13;141;FU_PROV_3832;x
3833;231;135;62;FU_PROV_3833;x
3834;31;0;239;FU_PROV_3834;x
3835;86;122;160;FU_PROV_3835;x
3836;141;244;81;FU_PROV_3836;x
3837;197;110;2;FU_PROV_3837;x
3838;252;231;179;FU_PROV_3838;x
3839;52;97;100;FU_PROV_3839;x
3840;107;219;21;FU_PROV_3840;x
3841;163;84;198;FU_PROV_3841;x
3842;218;206;119;FU_PROV_3842;x
3843;18;72;40;FU_PROV_3843;x
3844;73;193;217;FU_PROV_3844;x
3845;129;59;138;FU_PROV_3845;x
3846;184;181;59;FU_PROV_3846;x
3847;240;46;236;FU_PROV_3847;x
3848;39;168;157;FU_PROV_3848;x
3849;95;34;78;FU_PROV_3849;x
3850;150;155;255;FU_PROV_3850;x
3851;206;21;176;FU_PROV_3851;x
3852;5;143;97;FU_PROV_3852;x
3853;61;9;18;FU_PROV_3853;x
3854;116;130;195;FU_PROV_3854;x
3855;171;252;116;FU_PROV_3855;x
3856;227;118;37;FU_PROV_3856;x
3857;26;239;214;FU_PROV_3857;x
3858;82;105;135;FU_PROV_3858;x
3859;137;227;56;FU_PROV_3859;x
3860;193;92;233;FU_PROV_3860;x
3861;248;214;154;FU_PROV_3861;x
3862;48;80;75;FU_PROV_3862;x
3863;103;201;252;FU_PROV_3863;x
3864;159;67;173;FU_PROV_3864;x
3865;214;189;94;FU_PROV_3865;x
3866;14;55;15;FU_PROV_3866;x
3867;69;176;192;FU_PROV_3867;x
3868;125;42;113;FU_PROV_3868;x
3869;180;164;34;FU_PROV_3869;x
3870;236;29;211;FU_PROV_3870;x
3871;35;151;132;FU_PROV_3871;x
3872;91;17;53;FU_PROV_3872;x
3873;146;138;230;FU_PROV_3873;x
3874;202;4;151;FU_PROV_3874;x
3875;1;126;72;FU_PROV_3875;x
3876;56;247;249;FU_PROV_3876;x
3877;112;113;170;FU_PROV_3877;x
3878;167;235;91;FU_PROV_3878;x
3879;223;101;12;FU_PROV_3879;x
3880;22;222;189;FU_PROV_3880;x
3881;78;88;110;FU_PROV_3881;x
3882;133;210;31;FU_PROV_3882;x
3883;189;75;208;FU_PROV_3883;x
3884;244;197;129;FU_PROV_3884;x
3885;44;63;50;FU_PROV_3885;x
3886;99;184;227;FU_PROV_3886;x
3887;155;50;148;FU_PROV_3887;x
3888;210;172;69;FU_PROV_3888;x
3889;10;37;246;FU_PROV_3889;x
3890;65;159;167;FU_PROV_3890;x
3891;121;25;88;FU_PROV_3891;x
3892;176;147;9;FU_PROV_3892;x
3893;232;12;186;FU_PROV_3893;x
3894;31;134;107;FU_PROV_3894;x
3895;87;0;28;FU_PROV_3895;x
3896;142;121;205;FU_PROV_3896;x
3897;197;243;126;FU_PROV_3897;x
3898;253;109;47;FU_PROV_3898;x
3899;52;230;224;FU_PROV_3899;x
3900;108;96;145;FU_PROV_3900;x
3901;163;218;66;FU_PROV_3901;x
3902;219;83;243;FU_PROV_3902;x
3903;18;205;164;FU_PROV_3903;x
3904;74;71;85;FU_PROV_3904;x
3905;129;193;6;FU_PROV_3905;x
3906;185;58;183;FU_PROV_3906;x
3907;240;180;104;FU_PROV_3907;x
3908;40;46;25;FU_PROV_3908;x
3909;95;167;202;FU_PROV_3909;x
3910;151;33;123;FU_PROV_3910;x
3911;206;155;44;FU_PROV_3911;x
3912;6;20;221;FU_PROV_3912;x
3913;61;142;142;FU_PROV_3913;x
3914;117;8;63;FU_PROV_3914;x
3915;172;129;240;FU_PROV_3915;x
3916;227;251;161;FU_PROV_3916;x
3917;27;117;82;FU_PROV_3917;x
3918;82;239;3;FU_PROV_3918;x
3919;138;104;180;FU_PROV_3919;x
3920;193;226;101;FU_PROV_3920;x
3921;249;92;22;FU_PROV_3921;x
3922;48;213;199;FU_PROV_3922;x
3923;104;79;120;FU_PROV_3923;x
3924;159;201;41;FU_PROV_3924;x
3925;215;66;218;FU_PROV_3925;x
3926;14;188;139;FU_PROV_3926;x
3927;70;54;60;FU_PROV_3927;x
3928;125;175;237;FU_PROV_3928;x
3929;181;41;158;FU_PROV_3929;x
3930;236;163;79;FU_PROV_3930;x
3931;36;29;0;FU_PROV_3931;x
3932;91;150;177;FU_PROV_3932;x
3933;147;16;98;FU_PROV_3933;x
3934;202;138;19;FU_PROV_3934;x
3935;2;3;196;FU_PROV_3935;x
3936;57;125;117;FU_PROV_3936;x
3937;112;247;38;FU_PROV_3937;x
3938;168;112;215;FU_PROV_3938;x
3939;223;234;136;FU_PROV_3939;x
3940;23;100;57;FU_PROV_3940;x
3941;78;221;234;FU_PROV_3941;x
3942;134;87;155;FU_PROV_3942;x
3943;189;209;76;FU_PROV_3943;x
3944;245;74;253;FU_PROV_3944;x
3945;44;196;174;FU_PROV_3945;x
3946;100;62;95;FU_PROV_3946;x
3947;155;184;16;FU_PROV_3947;x
3948;211;49;193;FU_PROV_3948;x
3949;10;171;114;FU_PROV_3949;x
3950;66;37;35;FU_PROV_3950;x
3951;121;158;212;FU_PROV_3951;x
3952;177;24;133;FU_PROV_3952;x
3953;232;146;54;FU_PROV_3953;x
3954;32;11;231;FU_PROV_3954;x
3955;87;133;152;FU_PROV_3955;x
3956;142;255;73;FU_PROV_3956;x
3957;198;120;250;FU_PROV_3957;x
3958;253;242;171;FU_PROV_3958;x
3959;53;108;92;FU_PROV_3959;x
3960;108;230;13;FU_PROV_3960;x
3961;164;95;190;FU_PROV_3961;x
3962;219;217;111;FU_PROV_3962;x
3963;19;83;32;FU_PROV_3963;x
3964;74;204;209;FU_PROV_3964;x
3965;130;70;130;FU_PROV_3965;x
3966;185;192;51;FU_PROV_3966;x
3967;241;57;228;FU_PROV_3967;x
3968;40;179;149;FU_PROV_3968;x
3969;96;45;70;FU_PROV_3969;x
3970;151;166;247;FU_PROV_3970;x
3971;207;32;168;FU_PROV_3971;x
3972;6;154;89;FU_PROV_3972;x
3973;62;20;10;FU_PROV_3973;x
3974;117;141;187;FU_PROV_3974;x
3975;173;7;108;FU_PROV_3975;x
3976;228;129;29;FU_PROV_3976;x
3977;27;250;206;FU_PROV_3977;x
3978;83;116;127;FU_PROV_3978;x
3979;138;238;48;FU_PROV_3979;x
3980;194;103;225;FU_PROV_3980;x
3981;249;225;146;FU_PROV_3981;x
3982;49;91;67;FU_PROV_3982;x
3983;104;212;244;FU_PROV_3983;x
3984;160;78;165;FU_PROV_3984;x
3985;215;200;86;FU_PROV_3985;x
3986;15;66;7;FU_PROV_3986;x
3987;70;187;184;FU_PROV_3987;x
3988;126;53;105;FU_PROV_3988;x
3989;181;175;26;FU_PROV_3989;x
3990;237;40;203;FU_PROV_3990;x
3991;36;162;124;FU_PROV_3991;x
3992;92;28;45;FU_PROV_3992;x
3993;147;149;222;FU_PROV_3993;x
3994;203;15;143;FU_PROV_3994;x
3995;2;137;64;FU_PROV_3995;x
3996;58;2;241;FU_PROV_3996;x
3997;113;124;162;FU_PROV_3997;x
3998;168;246;83;FU_PROV_3998;x
3999;224;112;4;FU_PROV_3999;x
4000;23;233;181;FU_PROV_4000;x
4001;79;99;102;FU_PROV_4001;x
4002;134;221;23;FU_PROV_4002;x
4003;190;86;200;FU_PROV_4003;x
4004;245;208;121;FU_PROV_4004;x
4005;45;74;42;FU_PROV_4005;x
4006;100;195;219;FU_PROV_4006;x
4007;156;61;140;FU_PROV_4007;x
4008;211;183;61;FU_PROV_4008;x
4009;11;48;238;FU_PROV_4009;x
4010;66;170;159;FU_PROV_4010;x
4011;122;36;80;FU_PROV_4011;x
4012;177;158;1;FU_PROV_4012;x
4013;233;23;178;FU_PROV_4013;x
4014;32;145;99;FU_PROV_4014;x
4015;88;11;20;FU_PROV_4015;x
4016;143;132;197;FU_PROV_4016;x
4017;198;254;118;FU_PROV_4017;x
4018;254;120;39;FU_PROV_4018;x
4019;53;241;216;FU_PROV_4019;x
4020;109;107;137;FU_PROV_4020;x
4021;164;229;58;FU_PROV_4021;x
4022;220;94;235;FU_PROV_4022;x
4023;19;216;156;FU_PROV_4023;x
4024;75;82;77;FU_PROV_4024;x
4025;130;203;254;FU_PROV_4025;x
4026;186;69;175;FU_PROV_4026;x
4027;241;191;96;FU_PROV_4027;x
4028;41;57;17;FU_PROV_4028;x
4029;96;178;194;FU_PROV_4029;x
4030;152;44;115;FU_PROV_4030;x
4031;207;166;36;FU_PROV_4031;x
4032;7;31;213;FU_PROV_4032;x
4033;62;153;134;FU_PROV_4033;x
4034;118;19;55;FU_PROV_4034;x
4035;173;140;232;FU_PROV_4035;x
4036;229;6;153;FU_PROV_4036;x
4037;28;128;74;FU_PROV_4037;x
4038;83;249;251;FU_PROV_4038;x
4039;139;115;172;FU_PROV_4039;x
4040;194;237;93;FU_PROV_4040;x
4041;250;103;14;FU_PROV_4041;x
4042;49;224;191;FU_PROV_4042;x
4043;105;90;112;FU_PROV_4043;x
4044;160;212;33;FU_PROV_4044;x
4045;216;77;210;FU_PROV_4045;x
4046;15;199;131;FU_PROV_4046;x
4047;71;65;52;FU_PROV_4047;x
4048;126;186;229;FU_PROV_4048;x
4049;182;52;150;FU_PROV_4049;x
4050;237;174;71;FU_PROV_4050;x
4051;37;39;248;FU_PROV_4051;x
4052;92;161;169;FU_PROV_4052;x
4053;148;27;90;FU_PROV_4053;x
4054;203;149;11;FU_PROV_4054;x
4055;3;14;188;FU_PROV_4055;x
4056;58;136;109;FU_PROV_4056;x
4057;114;2;30;FU_PROV_4057;x
4058;169;123;207;FU_PROV_4058;x
4059;224;245;128;FU_PROV_4059;x
4060;24;111;49;FU_PROV_4060;x
4061;79;232;226;FU_PROV_4061;x
4062;135;98;147;FU_PROV_4062;x
4063;190;220;68;FU_PROV_4063;x
4064;246;85;245;FU_PROV_4064;x
4065;45;207;166;FU_PROV_4065;x
4066;101;73;87;FU_PROV_4066;x
4067;156;195;8;FU_PROV_4067;x
4068;212;60;185;FU_PROV_4068;x
4069;11;182;106;FU_PROV_4069;x
4070;67;48;27;FU_PROV_4070;x
4071;122;169;204;FU_PROV_4071;x
4072;178;35;125;FU_PROV_4072;x
4073;233;157;46;FU_PROV_4073;x
4074;33;22;223;FU_PROV_4074;x
4075;88;144;144;FU_PROV_4075;x
4076;144;10;65;FU_PROV_4076;x
4077;199;131;242;FU_PROV_4077;x
4078;254;253;163;FU_PROV_4078;x
4079;54;119;84;FU_PROV_4079;x
4080;109;241;5;FU_PROV_4080;x
4081;165;106;182;FU_PROV_4081;x
4082;220;228;103;FU_PROV_4082;x
4083;20;94;24;FU_PROV_4083;x
4084;75;215;201;FU_PROV_4084;x
4085;131;81;122;FU_PROV_4085;x
4086;186;203;43;FU_PROV_4086;x
4087;242;68;220;FU_PROV_4087;x
4088;41;190;141;FU_PROV_4088;x
4089;97;56;62;FU_PROV_4089;x
4090;152;177;239;FU_PROV_4090;x
4091;208;43;160;FU_PROV_4091;x
4092;7;165;81;FU_PROV_4092;x
4093;63;31;2;FU_PROV_4093;x
4094;118;152;179;FU_PROV_4094;x
4095;174;18;100;FU_PROV_4095;x
4096;229;140;21;FU_PROV_4096;x
4097;29;5;198;FU_PROV_4097;x
4098;84;127;119;FU_PROV_4098;x
4099;139;249;40;FU_PROV_4099;x
4100;195;114;217;FU_PROV_4100;x
4101;250;236;138;FU_PROV_4101;x
4102;50;102;59;FU_PROV_4102;x
4103;105;223;236;FU_PROV_4103;x
4104;161;89;157;FU_PROV_4104;x
4105;216;211;78;FU_PROV_4105;x
4106;16;76;255;FU_PROV_4106;x
4107;71;198;176;FU_PROV_4107;x
4108;127;64;97;FU_PROV_4108;x
4109;182;186;18;FU_PROV_4109;x
4110;238;51;195;FU_PROV_4110;x
4111;37;173;116;FU_PROV_4111;x
4112;93;39;37;FU_PROV_4112;x
4113;148;160;214;FU_PROV_4113;x
4114;204;26;135;FU_PROV_4114;x
4115;3;148;56;FU_PROV_4115;x
4116;59;13;233;FU_PROV_4116;x
4117;114;135;154;FU_PROV_4117;x
4118;170;1;75;FU_PROV_4118;x
4119;225;122;252;FU_PROV_4119;x
4120;24;244;173;FU_PROV_4120;x
4121;80;110;94;FU_PROV_4121;x
4122;135;232;15;FU_PROV_4122;x
4123;191;97;192;FU_PROV_4123;x
4124;246;219;113;FU_PROV_4124;x
4125;46;85;34;FU_PROV_4125;x
4126;101;206;211;FU_PROV_4126;x
4127;157;72;132;FU_PROV_4127;x
4128;212;194;53;FU_PROV_4128;x
4129;12;59;230;FU_PROV_4129;x
4130;67;181;151;FU_PROV_4130;x
4131;123;47;72;FU_PROV_4131;x
4132;178;168;249;FU_PROV_4132;x
4133;234;34;170;FU_PROV_4133;x
4134;33;156;91;FU_PROV_4134;x
4135;89;22;12;FU_PROV_4135;x
4136;144;143;189;FU_PROV_4136;x
4137;200;9;110;FU_PROV_4137;x
4138;255;131;31;FU_PROV_4138;x
4139;54;252;208;FU_PROV_4139;x
4140;110;118;129;FU_PROV_4140;x
4141;165;240;50;FU_PROV_4141;x
4142;221;105;227;FU_PROV_4142;x
4143;20;227;148;FU_PROV_4143;x
4144;76;93;69;FU_PROV_4144;x
4145;131;214;246;FU_PROV_4145;x
4146;187;80;167;FU_PROV_4146;x
4147;242;202;88;FU_PROV_4147;x
4148;42;68;9;FU_PROV_4148;x
4149;97;189;186;FU_PROV_4149;x
4150;153;55;107;FU_PROV_4150;x
4151;208;177;28;FU_PROV_4151;x
4152;8;42;205;FU_PROV_4152;x
4153;63;164;126;FU_PROV_4153;x
4154;119;30;47;FU_PROV_4154;x
4155;174;151;224;FU_PROV_4155;x
4156;230;17;145;FU_PROV_4156;x
4157;29;139;66;FU_PROV_4157;x
4158;85;4;243;FU_PROV_4158;x
4159;140;126;164;FU_PROV_4159;x
4160;195;248;85;FU_PROV_4160;x
4161;251;114;6;FU_PROV_4161;x
4162;50;235;183;FU_PROV_4162;x
4163;106;101;104;FU_PROV_4163;x
4164;161;223;25;FU_PROV_4164;x
4165;217;88;202;FU_PROV_4165;x
4166;16;210;123;FU_PROV_4166;x
4167;72;76;44;FU_PROV_4167;x
4168;127;197;221;FU_PROV_4168;x
4169;183;63;142;FU_PROV_4169;x
4170;238;185;63;FU_PROV_4170;x
4171;38;50;240;FU_PROV_4171;x
4172;93;172;161;FU_PROV_4172;x
4173;149;38;82;FU_PROV_4173;x
4174;204;160;3;FU_PROV_4174;x
4175;4;25;180;FU_PROV_4175;x
4176;59;147;101;FU_PROV_4176;x
4177;115;13;22;FU_PROV_4177;x
4178;170;134;199;FU_PROV_4178;x
4179;226;0;120;FU_PROV_4179;x
4180;25;122;41;FU_PROV_4180;x
4181;80;243;218;FU_PROV_4181;x
4182;136;109;139;FU_PROV_4182;x
4183;191;231;60;FU_PROV_4183;x
4184;247;96;237;FU_PROV_4184;x
4185;46;218;158;FU_PROV_4185;x
4186;102;84;79;FU_PROV_4186;x
4187;157;206;0;FU_PROV_4187;x
4188;213;71;177;FU_PROV_4188;x
4189;12;193;98;FU_PROV_4189;x
4190;68;59;19;FU_PROV_4190;x
4191;123;180;196;FU_PROV_4191;x
4192;179;46;117;FU_PROV_4192;x
4193;234;168;38;FU_PROV_4193;x
4194;34;33;215;FU_PROV_4194;x
4195;89;155;136;FU_PROV_4195;x
4196;145;21;57;FU_PROV_4196;x
4197;200;142;234;FU_PROV_4197;x
4198;0;8;155;FU_PROV_4198;x
4199;55;130;76;FU_PROV_4199;x
4200;110;251;253;FU_PROV_4200;x
4201;166;117;174;FU_PROV_4201;x
4202;221;239;95;FU_PROV_4202;x
4203;21;105;16;FU_PROV_4203;x
4204;76;226;193;FU_PROV_4204;x
4205;132;92;114;FU_PROV_4205;x
4206;187;214;35;FU_PROV_4206;x
4207;243;79;212;FU_PROV_4207;x
4208;42;201;133;FU_PROV_4208;x
4209;98;67;54;FU_PROV_4209;x
4210;153;188;231;FU_PROV_4210;x
4211;209;54;152;FU_PROV_4211;x
4212;8;176;73;FU_PROV_4212;x
4213;64;41;250;FU_PROV_4213;x
4214;119;163;171;FU_PROV_4214;x
4215;175;29;92;FU_PROV_4215;x
4216;230;151;13;FU_PROV_4216;x
4217;30;16;190;FU_PROV_4217;x
4218;85;138;111;FU_PROV_4218;x
4219;141;4;32;FU_PROV_4219;x
4220;196;125;209;FU_PROV_4220;x
4221;251;247;130;FU_PROV_4221;x
4222;51;113;51;FU_PROV_4222;x
4223;106;234;228;FU_PROV_4223;x
4224;162;100;149;FU_PROV_4224;x
4225;217;222;70;FU_PROV_4225;x
4226;17;87;247;FU_PROV_4226;x
4227;72;209;168;FU_PROV_4227;x
4228;128;75;89;FU_PROV_4228;x
4229;183;197;10;FU_PROV_4229;x
4230;239;62;187;FU_PROV_4230;x
4231;38;184;108;FU_PROV_4231;x
4232;94;50;29;FU_PROV_4232;x
4233;149;171;206;FU_PROV_4233;x
4234;205;37;127;FU_PROV_4234;x
4235;4;159;48;FU_PROV_4235;x
4236;60;24;225;FU_PROV_4236;x
4237;115;146;146;FU_PROV_4237;x
4238;171;12;67;FU_PROV_4238;x
4239;226;133;244;FU_PROV_4239;x
4240;25;255;165;FU_PROV_4240;x
4241;81;121;86;FU_PROV_4241;x
4242;136;243;7;FU_PROV_4242;x
4243;192;108;184;FU_PROV_4243;x
4244;247;230;105;FU_PROV_4244;x
4245;47;96;26;FU_PROV_4245;x
4246;102;217;203;FU_PROV_4246;x
4247;158;83;124;FU_PROV_4247;x
4248;213;205;45;FU_PROV_4248;x
4249;13;70;222;FU_PROV_4249;x
4250;68;192;143;FU_PROV_4250;x
4251;124;58;64;FU_PROV_4251;x
4252;179;179;241;FU_PROV_4252;x
4253;235;45;162;FU_PROV_4253;x
4254;34;167;83;FU_PROV_4254;x
4255;90;33;4;FU_PROV_4255;x
4256;145;154;181;FU_PROV_4256;x
4257;201;20;102;FU_PROV_4257;x
4258;0;142;23;FU_PROV_4258;x
4259;56;7;200;FU_PROV_4259;x
4260;111;129;121;FU_PROV_4260;x
4261;166;251;42;FU_PROV_4261;x
4262;222;116;219;FU_PROV_4262;x
4263;21;238;140;FU_PROV_4263;x
4264;77;104;61;FU_PROV_4264;x
4265;132;225;238;FU_PROV_4265;x
4266;188;91;159;FU_PROV_4266;x
4267;243;213;80;FU_PROV_4267;x
4268;43;79;1;FU_PROV_4268;x
4269;98;200;178;FU_PROV_4269;x
4270;154;66;99;FU_PROV_4270;x
4271;209;188;20;FU_PROV_4271;x
4272;9;53;197;FU_PROV_4272;x
4273;64;175;118;FU_PROV_4273;x
4274;120;41;39;FU_PROV_4274;x
4275;175;162;216;FU_PROV_4275;x
4276;231;28;137;FU_PROV_4276;x
4277;30;150;58;FU_PROV_4277;x
4278;86;15;235;FU_PROV_4278;x
4279;141;137;156;FU_PROV_4279;x
4280;197;3;77;FU_PROV_4280;x
4281;252;124;254;FU_PROV_4281;x
4282;51;246;175;FU_PROV_4282;x
4283;107;112;96;FU_PROV_4283;x
4284;162;234;17;FU_PROV_4284;x
4285;218;99;194;FU_PROV_4285;x
4286;17;221;115;FU_PROV_4286;x
4287;73;87;36;FU_PROV_4287;x
4288;128;208;213;FU_PROV_4288;x
4289;184;74;134;FU_PROV_4289;x
4290;239;196;55;FU_PROV_4290;x
4291;39;61;232;FU_PROV_4291;x
4292;94;183;153;FU_PROV_4292;x
4293;150;49;74;FU_PROV_4293;x
4294;205;170;251;FU_PROV_4294;x
4295;5;36;172;FU_PROV_4295;x
4296;60;158;93;FU_PROV_4296;x
4297;116;24;14;FU_PROV_4297;x
4298;171;145;191;FU_PROV_4298;x
4299;227;11;112;FU_PROV_4299;x
4300;26;133;33;FU_PROV_4300;x
4301;81;254;210;FU_PROV_4301;x
4302;137;120;131;FU_PROV_4302;x
4303;192;242;52;FU_PROV_4303;x
4304;248;107;229;FU_PROV_4304;x
4305;47;229;150;FU_PROV_4305;x
4306;103;95;71;FU_PROV_4306;x
4307;158;216;248;FU_PROV_4307;x
4308;214;82;169;FU_PROV_4308;x
4309;13;204;90;FU_PROV_4309;x
4310;69;70;11;FU_PROV_4310;x
4311;124;191;188;FU_PROV_4311;x
4312;180;57;109;FU_PROV_4312;x
4313;235;179;30;FU_PROV_4313;x
4314;35;44;207;FU_PROV_4314;x
4315;90;166;128;FU_PROV_4315;x
4316;146;32;49;FU_PROV_4316;x
4317;201;153;226;FU_PROV_4317;x
4318;1;19;147;FU_PROV_4318;x
4319;56;141;68;FU_PROV_4319;x
4320;112;6;245;FU_PROV_4320;x
4321;167;128;166;FU_PROV_4321;x
4322;222;250;87;FU_PROV_4322;x
4323;22;116;8;FU_PROV_4323;x
4324;77;237;185;FU_PROV_4324;x
4325;133;103;106;FU_PROV_4325;x
4326;188;225;27;FU_PROV_4326;x
4327;244;90;204;FU_PROV_4327;x
4328;43;212;125;FU_PROV_4328;x
4329;99;78;46;FU_PROV_4329;x
4330;154;199;223;FU_PROV_4330;x
4331;210;65;144;FU_PROV_4331;x
4332;9;187;65;FU_PROV_4332;x
4333;65;52;242;FU_PROV_4333;x
4334;120;174;163;FU_PROV_4334;x
4335;176;40;84;FU_PROV_4335;x
4336;231;162;5;FU_PROV_4336;x
4337;31;27;182;FU_PROV_4337;x
4338;86;149;103;FU_PROV_4338;x
4339;142;15;24;FU_PROV_4339;x
4340;197;136;201;FU_PROV_4340;x
4341;253;2;122;FU_PROV_4341;x
4342;52;124;43;FU_PROV_4342;x
4343;107;245;220;FU_PROV_4343;x
4344;163;111;141;FU_PROV_4344;x
4345;218;233;62;FU_PROV_4345;x
4346;18;98;239;FU_PROV_4346;x
4347;73;220;160;FU_PROV_4347;x
4348;129;86;81;FU_PROV_4348;x
4349;184;208;2;FU_PROV_4349;x
4350;240;73;179;FU_PROV_4350;x
4351;39;195;100;FU_PROV_4351;x
4352;95;61;21;FU_PROV_4352;x
4353;150;182;198;FU_PROV_4353;x
4354;206;48;119;FU_PROV_4354;x
4355;5;170;40;FU_PROV_4355;x
4356;61;35;217;FU_PROV_4356;x
4357;116;157;138;FU_PROV_4357;x
4358;172;23;59;FU_PROV_4358;x
4359;227;144;236;FU_PROV_4359;x
4360;27;10;157;FU_PROV_4360;x
4361;82;132;78;FU_PROV_4361;x
4362;137;253;255;FU_PROV_4362;x
4363;193;119;176;FU_PROV_4363;x
4364;248;241;97;FU_PROV_4364;x
4365;48;107;18;FU_PROV_4365;x
4366;103;228;195;FU_PROV_4366;x
4367;159;94;116;FU_PROV_4367;x
4368;214;216;37;FU_PROV_4368;x
4369;14;81;214;FU_PROV_4369;x
4370;69;203;135;FU_PROV_4370;x
4371;125;69;56;FU_PROV_4371;x
4372;180;190;233;FU_PROV_4372;x
4373;236;56;154;FU_PROV_4373;x
4374;35;178;75;FU_PROV_4374;x
4375;91;43;252;FU_PROV_4375;x
4376;146;165;173;FU_PROV_4376;x
4377;202;31;94;FU_PROV_4377;x
4378;1;153;15;FU_PROV_4378;x
4379;57;18;192;FU_PROV_4379;x
4380;112;140;113;FU_PROV_4380;x
4381;168;6;34;FU_PROV_4381;x
4382;223;127;211;FU_PROV_4382;x
4383;22;249;132;FU_PROV_4383;x
4384;78;115;53;FU_PROV_4384;x
4385;133;236;230;FU_PROV_4385;x
4386;189;102;151;FU_PROV_4386;x
4387;244;224;72;FU_PROV_4387;x
4388;44;89;249;FU_PROV_4388;x
4389;99;211;170;FU_PROV_4389;x
4390;155;77;91;FU_PROV_4390;x
4391;210;199;12;FU_PROV_4391;x
4392;10;64;189;FU_PROV_4392;x
4393;65;186;110;FU_PROV_4393;x
4394;121;52;31;FU_PROV_4394;x
4395;176;173;208;FU_PROV_4395;x
4396;232;39;129;FU_PROV_4396;x
4397;31;161;50;FU_PROV_4397;x
4398;87;26;227;FU_PROV_4398;x
4399;142;148;148;FU_PROV_4399;x
4400;198;14;69;FU_PROV_4400;x
4401;253;135;246;FU_PROV_4401;x
4402;53;1;167;FU_PROV_4402;x
4403;108;123;88;FU_PROV_4403;x
4404;163;245;9;FU_PROV_4404;x
4405;219;110;186;FU_PROV_4405;x
4406;18;232;107;FU_PROV_4406;x
4407;74;98;28;FU_PROV_4407;x
4408;129;219;205;FU_PROV_4408;x
4409;185;85;126;FU_PROV_4409;x
4410;240;207;47;FU_PROV_4410;x
4411;40;72;224;FU_PROV_4411;x
4412;95;194;145;FU_PROV_4412;x
4413;151;60;66;FU_PROV_4413;x
4414;206;181;243;FU_PROV_4414;x
4415;6;47;164;FU_PROV_4415;x
4416;61;169;85;FU_PROV_4416;x
4417;117;35;6;FU_PROV_4417;x
4418;172;156;183;FU_PROV_4418;x
4419;228;22;104;FU_PROV_4419;x
4420;27;144;25;FU_PROV_4420;x
4421;83;9;202;FU_PROV_4421;x
4422;138;131;123;FU_PROV_4422;x
4423;193;253;44;FU_PROV_4423;x
4424;249;118;221;FU_PROV_4424;x
4425;48;240;142;FU_PROV_4425;x
4426;104;106;63;FU_PROV_4426;x
4427;159;227;240;FU_PROV_4427;x
4428;215;93;161;FU_PROV_4428;x
4429;14;215;82;FU_PROV_4429;x
4430;70;81;3;FU_PROV_4430;x
4431;125;202;180;FU_PROV_4431;x
4432;181;68;101;FU_PROV_4432;x
4433;236;190;22;FU_PROV_4433;x
4434;36;55;199;FU_PROV_4434;x
4435;91;177;120;FU_PROV_4435;x
4436;147;43;41;FU_PROV_4436;x
4437;202;164;218;FU_PROV_4437;x
4438;2;30;139;FU_PROV_4438;x
4439;57;152;60;FU_PROV_4439;x
4440;113;17;237;FU_PROV_4440;x
4441;168;139;158;FU_PROV_4441;x
4442;224;5;79;FU_PROV_4442;x
4443;23;127;0;FU_PROV_4443;x
4444;78;248;177;FU_PROV_4444;x
4445;134;114;98;FU_PROV_4445;x
4446;189;236;19;FU_PROV_4446;x
4447;245;101;196;FU_PROV_4447;x
4448;44;223;117;FU_PROV_4448;x
4449;100;89;38;FU_PROV_4449;x
4450;155;210;215;FU_PROV_4450;x
4451;211;76;136;FU_PROV_4451;x
4452;10;198;57;FU_PROV_4452;x
4453;66;63;234;FU_PROV_4453;x
4454;121;185;155;FU_PROV_4454;x
4455;177;51;76;FU_PROV_4455;x
4456;232;172;253;FU_PROV_4456;x
4457;32;38;174;FU_PROV_4457;x
4458;87;160;95;FU_PROV_4458;x
4459;143;26;16;FU_PROV_4459;x
4460;198;147;193;FU_PROV_4460;x
4461;254;13;114;FU_PROV_4461;x
4462;53;135;35;FU_PROV_4462;x
4463;109;0;212;FU_PROV_4463;x
4464;164;122;133;FU_PROV_4464;x
4465;219;244;54;FU_PROV_4465;x
4466;19;109;231;FU_PROV_4466;x
4467;74;231;152;FU_PROV_4467;x
4468;130;97;73;FU_PROV_4468;x
4469;185;218;250;FU_PROV_4469;x
4470;241;84;171;FU_PROV_4470;x
4471;40;206;92;FU_PROV_4471;x
4472;96;72;13;FU_PROV_4472;x
4473;151;193;190;FU_PROV_4473;x
4474;207;59;111;FU_PROV_4474;x
4475;6;181;32;FU_PROV_4475;x
4476;62;46;209;FU_PROV_4476;x
4477;117;168;130;FU_PROV_4477;x
4478;173;34;51;FU_PROV_4478;x
4479;228;155;228;FU_PROV_4479;x
4480;28;21;149;FU_PROV_4480;x
4481;83;143;70;FU_PROV_4481;x
