province_id;hoi4_terrain;eu4_terrain_index
3487;plains;4
3488;plains;4
3489;plains;4
3490;plains;4
3491;plains;4
3492;plains;4
3493;plains;4
3494;plains;4
3495;plains;4
3496;plains;4
3497;plains;4
3498;forest;12
3499;plains;4
3500;plains;4
3501;plains;4
3502;plains;4
3503;plains;4
3504;jungle;254
3505;plains;4
3506;jungle;254
3507;hills;1
3508;hills;1
3509;plains;4
3510;plains;4
3511;marsh;9
3512;jungle;254
3513;plains;4
3514;plains;4
3515;plains;4
3516;forest;12
3517;plains;4
3518;plains;4
3519;forest;12
3520;forest;12
3521;forest;12
3522;jungle;254
3523;jungle;254
3524;forest;12
3525;plains;4
3526;hills;1
3527;plains;4
3528;plains;4
3529;urban;10
3530;plains;4
3531;plains;4
3532;plains;4
3533;plains;4
3534;plains;4
3535;plains;4
3536;desert;3
3537;desert;3
3538;jungle;254
3539;jungle;254
3540;jungle;254
3541;jungle;254
3542;jungle;254
3543;plains;4
3544;plains;4
3545;mountain;6
3546;marsh;9
3547;plains;4
3548;desert;3
3549;desert;3
3550;mountain;6
3551;marsh;9
3552;plains;4
3553;plains;4
3554;plains;4
3555;desert;3
3556;desert;3
3557;desert;3
3558;desert;3
3559;forest;12
3560;forest;12
3561;jungle;254
3562;forest;12
3563;forest;12
3564;forest;12
3565;jungle;254
3566;urban;10
3567;marsh;9
3568;plains;4
3569;plains;4
3570;marsh;9
3571;marsh;9
3572;marsh;9
3573;forest;12
3574;forest;12
3575;forest;12
3576;forest;12
3577;jungle;254
3578;desert;3
3579;desert;3
3580;desert;3
3581;desert;3
3582;desert;3
3583;desert;3
3584;forest;12
3585;desert;3
3586;desert;3
3587;desert;3
3588;desert;3
3589;desert;3
3590;desert;3
3591;desert;3
3592;desert;3
3593;desert;3
3594;desert;3
3595;hills;1
3596;desert;3
3597;desert;3
3598;desert;3
3599;desert;3
3600;desert;3
3601;desert;3
3602;mountain;6
3603;desert;3
3604;desert;3
3605;desert;3
3606;desert;3
3607;desert;3
3608;forest;12
3609;forest;12
3610;marsh;9
3611;plains;4
3612;forest;12
3613;plains;4
3614;desert;3
3615;desert;3
3616;desert;3
3617;desert;3
3618;desert;3
3619;desert;3
3620;desert;3
3621;desert;3
3622;desert;3
3623;desert;3
3624;desert;3
3625;desert;3
3626;desert;3
3627;desert;3
3628;urban;10
3629;desert;3
3630;desert;3
3631;desert;3
3632;desert;3
3633;desert;3
3634;hills;1
3635;desert;3
3636;desert;3
3637;desert;3
3638;hills;1
3639;desert;3
3640;desert;3
3641;desert;3
3642;desert;3
3643;desert;3
3644;desert;3
3645;desert;3
3646;desert;3
3647;desert;3
3648;desert;3
3649;desert;3
3650;desert;3
3651;desert;3
3652;desert;3
3653;mountain;6
3654;desert;3
3655;desert;3
3656;plains;4
3657;hills;1
3658;hills;1
3659;plains;4
3660;mountain;6
3661;plains;4
3662;plains;4
3663;desert;3
3664;desert;3
3665;desert;3
3666;hills;1
3667;plains;4
3668;hills;1
3669;hills;1
3670;plains;4
3671;hills;1
3672;hills;1
3673;hills;1
3674;hills;1
3675;hills;1
3676;plains;4
3677;hills;1
3678;hills;1
3679;hills;1
3680;hills;1
3681;hills;1
3682;plains;4
3683;hills;1
3684;desert;3
3685;desert;3
3686;desert;3
3687;desert;3
3688;desert;3
3689;desert;3
3690;desert;3
3691;desert;3
3692;desert;3
3693;mountain;6
3694;desert;3
3695;desert;3
3696;desert;3
3697;desert;3
3698;plains;4
3699;plains;4
3700;plains;4
3701;plains;4
3702;plains;4
3703;plains;4
3704;plains;4
3705;plains;4
3706;plains;4
3707;plains;4
3708;plains;4
3709;hills;1
3710;desert;3
3711;plains;4
3712;hills;1
3713;plains;4
3714;hills;1
3715;plains;4
3716;plains;4
3717;plains;4
3718;hills;1
3719;plains;4
3720;desert;3
3721;plains;4
3722;forest;12
3723;forest;12
3724;forest;12
3725;forest;12
3726;plains;4
3727;forest;12
3728;forest;12
3729;mountain;6
3730;forest;12
3731;urban;10
3732;hills;1
3733;desert;3
3734;plains;4
3735;desert;3
3736;plains;4
3737;plains;4
3738;plains;4
3739;plains;4
3740;plains;4
3741;plains;4
3742;forest;12
3743;forest;12
3744;forest;12
3745;plains;4
3746;forest;12
3747;plains;4
3748;forest;12
3749;forest;12
3750;forest;12
3751;plains;4
3752;mountain;6
3753;plains;4
3754;plains;4
3755;plains;4
3756;plains;4
3757;forest;12
3758;forest;12
3759;plains;4
3760;forest;12
3761;forest;12
3762;forest;12
3763;plains;4
3764;forest;12
3765;mountain;6
3766;plains;4
3767;forest;12
3768;plains;4
3769;plains;4
3770;plains;4
3771;plains;4
3772;plains;4
3773;plains;4
3774;forest;12
3775;plains;4
3776;plains;4
3777;forest;12
3778;forest;12
3779;forest;12
3780;forest;12
3781;plains;4
3782;plains;4
3783;plains;4
3784;mountain;6
3785;plains;4
3786;forest;12
3787;hills;1
3788;plains;4
3789;hills;1
3790;plains;4
3791;hills;1
3792;plains;4
3793;plains;4
3794;plains;4
3795;plains;4
3796;plains;4
3797;hills;1
3798;plains;4
3799;plains;4
3800;plains;4
3801;plains;4
3802;plains;4
3803;plains;4
3804;plains;4
3805;plains;4
3806;plains;4
3807;plains;4
3808;forest;12
3809;plains;4
3810;plains;4
3811;plains;4
3812;plains;4
3813;plains;4
3814;plains;4
3815;desert;3
3816;desert;3
3817;desert;3
3818;desert;3
3819;desert;3
3820;jungle;254
3821;jungle;254
3822;desert;3
3823;desert;3
3824;desert;3
3825;desert;3
3826;desert;3
3827;desert;3
3828;desert;3
3829;desert;3
3830;desert;3
3831;plains;4
3832;plains;4
3833;plains;4
3834;plains;4
3835;plains;4
3836;plains;4
3837;plains;4
3838;plains;4
3839;plains;4
3840;forest;12
3841;mountain;6
3842;plains;4
3843;plains;4
3844;plains;4
3845;plains;4
3846;plains;4
3847;plains;4
3848;forest;12
3849;plains;4
3850;forest;12
3851;urban;10
3852;plains;4
3853;plains;4
3854;plains;4
3855;marsh;9
3856;forest;12
3857;plains;4
3858;plains;4
3859;mountain;6
3860;plains;4
3861;plains;4
3862;plains;4
3863;plains;4
3864;plains;4
3865;mountain;6
3866;plains;4
3867;plains;4
3868;plains;4
3869;forest;12
3870;mountain;6
3871;plains;4
3872;plains;4
3873;plains;4
3874;plains;4
3875;plains;4
3876;plains;4
3877;plains;4
3878;plains;4
3879;plains;4
3880;plains;4
3881;plains;4
3882;plains;4
3883;plains;4
3884;plains;4
3885;plains;4
3886;plains;4
3887;plains;4
3888;plains;4
3889;plains;4
3890;plains;4
3891;plains;4
3892;plains;4
3893;plains;4
3894;plains;4
3895;forest;12
3896;plains;4
3897;forest;12
3898;forest;12
3899;forest;12
3900;plains;4
3901;forest;12
3902;plains;4
3903;forest;12
3904;plains;4
3905;hills;1
3906;jungle;254
3907;jungle;254
3908;jungle;254
3909;forest;12
3910;forest;12
3911;plains;4
3912;hills;1
3913;plains;4
3914;hills;1
3915;plains;4
3916;plains;4
3917;plains;4
3918;plains;4
3919;jungle;254
3920;hills;1
3921;desert;3
3922;hills;1
3923;mountain;6
3924;plains;4
3925;hills;1
3926;mountain;6
3927;hills;1
3928;plains;4
3929;plains;4
3930;plains;4
3931;plains;4
3932;plains;4
3933;plains;4
3934;plains;4
3935;plains;4
3936;plains;4
3937;plains;4
3938;plains;4
3939;hills;1
3940;plains;4
3941;plains;4
3942;forest;12
3943;plains;4
3944;jungle;254
3945;plains;4
3946;forest;12
3947;forest;12
3948;forest;12
3949;plains;4
3950;plains;4
3951;plains;4
3952;forest;12
3953;plains;4
3954;plains;4
3955;plains;4
3956;plains;4
3957;plains;4
3958;forest;12
3959;forest;12
3960;forest;12
3961;forest;12
3962;plains;4
3963;plains;4
3964;forest;12
3965;forest;12
3966;plains;4
3967;forest;12
3968;forest;12
3969;mountain;6
3970;mountain;6
3971;mountain;6
3972;mountain;6
3973;mountain;6
3974;mountain;6
3975;mountain;6
3976;mountain;6
3977;mountain;6
3978;mountain;6
3979;mountain;6
3980;mountain;6
3981;forest;12
3982;forest;12
3983;forest;12
3984;plains;4
3985;plains;4
3986;plains;4
3987;forest;12
3988;forest;12
3989;forest;12
3990;plains;4
3991;mountain;6
3992;forest;12
3993;forest;12
3994;forest;12
3995;forest;12
3996;forest;12
3997;mountain;6
3998;plains;4
3999;plains;4
4000;plains;4
4001;plains;4
4002;forest;12
4003;forest;12
4004;plains;4
4005;plains;4
4006;plains;4
4007;plains;4
4008;plains;4
4009;mountain;6
4010;mountain;6
4011;mountain;6
4012;mountain;6
4013;mountain;6
4014;mountain;6
4015;mountain;6
4016;mountain;6
4017;mountain;6
4018;mountain;6
4019;mountain;6
4020;mountain;6
4021;mountain;6
4022;forest;12
4023;forest;12
4024;plains;4
4025;forest;12
4026;forest;12
4027;forest;12
4028;forest;12
4029;forest;12
4030;forest;12
4031;forest;12
4032;forest;12
4033;plains;4
4034;forest;12
4035;forest;12
4036;forest;12
4037;plains;4
4038;plains;4
4039;plains;4
4040;forest;12
4041;forest;12
4042;forest;12
4043;marsh;9
4044;mountain;6
4045;mountain;6
4046;mountain;6
4047;mountain;6
4048;mountain;6
4049;mountain;6
4050;mountain;6
4051;mountain;6
4052;mountain;6
4053;mountain;6
4054;mountain;6
4055;urban;10
4056;mountain;6
4057;urban;10
4058;mountain;6
4059;plains;4
4060;plains;4
4061;forest;12
4062;plains;4
4063;plains;4
4064;plains;4
4065;plains;4
4066;plains;4
4067;plains;4
4068;forest;12
4069;forest;12
4070;plains;4
4071;forest;12
4072;plains;4
4073;plains;4
4074;plains;4
4075;plains;4
4076;plains;4
4077;hills;1
4078;hills;1
4079;plains;4
4080;forest;12
4081;forest;12
4082;plains;4
4083;forest;12
4084;marsh;9
4085;plains;4
4086;marsh;9
4087;plains;4
4088;marsh;9
4089;marsh;9
4090;plains;4
4091;plains;4
4092;plains;4
4093;plains;4
4094;plains;4
4095;plains;4
4096;forest;12
4097;plains;4
4098;forest;12
4099;plains;4
4100;plains;4
4101;plains;4
4102;plains;4
4103;plains;4
4104;plains;4
4105;hills;1
4106;hills;1
4107;plains;4
4108;plains;4
4109;plains;4
4110;hills;1
4111;plains;4
4112;plains;4
4113;plains;4
4114;plains;4
4115;plains;4
4116;urban;10
4117;hills;1
4118;plains;4
4119;plains;4
4120;forest;12
4121;plains;4
4122;plains;4
4123;plains;4
4124;plains;4
4125;plains;4
4126;plains;4
4127;hills;1
4128;plains;4
4129;plains;4
4130;plains;4
4131;hills;1
4132;urban;10
4133;plains;4
4134;plains;4
4135;hills;1
4136;plains;4
4137;plains;4
4138;forest;12
4139;hills;1
4140;urban;10
4141;hills;1
4142;hills;1
4143;forest;12
4144;plains;4
4145;forest;12
4146;plains;4
4147;plains;4
4148;plains;4
4149;plains;4
4150;forest;12
4151;plains;4
4152;forest;12
4153;plains;4
4154;hills;1
4155;plains;4
4156;hills;1
4157;plains;4
4158;plains;4
4159;forest;12
4160;forest;12
4161;plains;4
4162;hills;1
4163;plains;4
4164;forest;12
4165;plains;4
4166;desert;3
4167;plains;4
4168;plains;4
4169;plains;4
4170;plains;4
4171;mountain;6
4172;plains;4
4173;plains;4
4174;plains;4
4175;plains;4
4176;plains;4
4177;plains;4
4178;plains;4
4179;forest;12
4180;forest;12
4181;desert;3
4182;desert;3
4183;desert;3
4184;mountain;6
4185;plains;4
4186;plains;4
4187;forest;12
4188;forest;12
4189;forest;12
4190;jungle;254
4191;forest;12
4192;forest;12
4193;forest;12
4194;forest;12
4195;hills;1
4196;hills;1
4197;plains;4
4198;hills;1
4199;urban;10
4200;plains;4
4201;forest;12
4202;plains;4
4203;plains;4
4204;desert;3
4205;desert;3
4206;desert;3
4207;hills;1
4208;plains;4
4209;hills;1
4210;hills;1
4211;urban;10
4212;forest;12
4213;hills;1
4214;hills;1
4215;hills;1
4216;hills;1
4217;plains;4
4218;plains;4
4219;plains;4
4220;plains;4
4221;plains;4
4222;plains;4
4223;plains;4
4224;plains;4
4225;hills;1
4226;hills;1
4227;plains;4
4228;plains;4
4229;urban;10
4230;hills;1
4231;hills;1
4232;hills;1
4233;plains;4
4234;plains;4
4235;plains;4
4236;hills;1
4237;plains;4
4238;plains;4
4239;plains;4
4240;plains;4
4241;hills;1
4242;hills;1
4243;hills;1
4244;hills;1
4245;hills;1
4246;desert;3
4247;desert;3
4248;plains;4
4249;jungle;254
4250;plains;4
4251;forest;12
4252;plains;4
4253;plains;4
4254;plains;4
4255;plains;4
4256;plains;4
4257;mountain;6
4258;plains;4
4259;plains;4
4260;plains;4
4261;plains;4
4262;plains;4
4263;hills;1
4264;hills;1
4265;forest;12
4266;plains;4
4267;plains;4
4268;desert;3
4269;hills;1
4270;hills;1
4271;hills;1
4272;mountain;6
4273;hills;1
4274;plains;4
4275;forest;12
4276;plains;4
4277;forest;12
4278;plains;4
4279;desert;3
4280;desert;3
4281;desert;3
4282;hills;1
4283;desert;3
4284;hills;1
4285;hills;1
4286;hills;1
4287;plains;4
4288;forest;12
4289;forest;12
4290;forest;12
4291;forest;12
4292;plains;4
4293;plains;4
4294;plains;4
4295;urban;10
4296;desert;3
4297;urban;10
4298;desert;3
4299;desert;3
4300;desert;3
4301;hills;1
4302;hills;1
4303;hills;1
4304;hills;1
4305;plains;4
4306;plains;4
4307;hills;1
4308;hills;1
4309;plains;4
4310;plains;4
4311;plains;4
4312;plains;4
4313;plains;4
4314;plains;4
4315;plains;4
4316;plains;4
4317;plains;4
4318;plains;4
4319;hills;1
4320;hills;1
4321;plains;4
4322;hills;1
4323;hills;1
4324;hills;1
4325;plains;4
4326;plains;4
4327;plains;4
4328;plains;4
4329;mountain;6
4330;desert;3
4331;jungle;254
4332;hills;1
4333;plains;4
4334;plains;4
4335;plains;4
4336;plains;4
4337;marsh;9
4338;plains;4
4339;plains;4
4340;plains;4
4341;urban;10
4342;hills;1
4343;plains;4
4344;plains;4
4345;plains;4
4346;hills;1
4347;plains;4
4348;plains;4
4349;plains;4
4350;plains;4
4351;marsh;9
4352;plains;4
4353;plains;4
4354;plains;4
4355;plains;4
4356;plains;4
4357;marsh;9
4358;marsh;9
4359;plains;4
4360;plains;4
4361;marsh;9
4362;plains;4
4363;plains;4
4364;plains;4
4365;plains;4
4366;plains;4
4367;plains;4
4368;plains;4
4369;plains;4
4370;plains;4
4371;plains;4
4372;plains;4
4373;forest;12
4374;plains;4
4375;plains;4
4376;hills;1
4377;hills;1
4378;plains;4
4379;plains;4
4380;plains;4
4381;plains;4
4382;plains;4
4383;plains;4
4384;plains;4
4385;hills;1
4386;plains;4
4387;plains;4
4388;plains;4
4389;desert;3
4390;plains;4
4391;hills;1
4392;plains;4
4393;forest;12
4394;plains;4
4395;plains;4
4396;hills;1
4397;marsh;9
4398;desert;3
4399;desert;3
4400;desert;3
4401;desert;3
4402;mountain;6
4403;plains;4
4404;plains;4
4405;plains;4
4406;plains;4
4407;marsh;9
4408;plains;4
4409;plains;4
4410;plains;4
4411;marsh;9
4412;marsh;9
4413;plains;4
4414;marsh;9
4415;plains;4
4416;plains;4
4417;marsh;9
4418;plains;4
4419;plains;4
4420;plains;4
4421;plains;4
4422;hills;1
4423;marsh;9
4424;marsh;9
4425;hills;1
4426;plains;4
4427;plains;4
4428;plains;4
4429;urban;10
4430;marsh;9
4431;plains;4
4432;plains;4
4433;plains;4
4434;plains;4
4435;plains;4
4436;plains;4
4437;plains;4
4438;plains;4
4439;plains;4
4440;plains;4
4441;plains;4
4442;plains;4
4443;plains;4
4444;plains;4
4445;plains;4
4446;plains;4
4447;plains;4
4448;plains;4
4449;plains;4
4450;plains;4
4451;plains;4
4452;forest;12
4453;plains;4
4454;marsh;9
4455;plains;4
4456;plains;4
4457;plains;4
4458;marsh;9
4459;plains;4
4460;marsh;9
4461;marsh;9
4462;marsh;9
4463;marsh;9
4464;marsh;9
4465;plains;4
4466;plains;4
4467;desert;3
4468;hills;1
4469;desert;3
4470;plains;4
4471;hills;1
4472;hills;1
4473;hills;1
4474;plains;4
4475;plains;4
4476;marsh;9
4477;plains;4
4478;plains;4
4479;plains;4
4480;urban;10
4481;marsh;9
4482;marsh;9
4483;plains;4
4484;hills;1
4485;urban;10
4486;plains;4
4487;plains;4
4488;plains;4
4489;plains;4
4490;plains;4
4491;plains;4
4492;marsh;9
4493;plains;4
4494;plains;4
4495;plains;4
4496;plains;4
4497;plains;4
4498;plains;4
4499;forest;12
4500;forest;12
4501;plains;4
4502;urban;10
4503;desert;3
4504;plains;4
4505;urban;10
4506;forest;12
4507;plains;4
4508;plains;4
4509;plains;4
4510;urban;10
4511;plains;4
4512;mountain;6
4513;mountain;6
4514;mountain;6
4515;mountain;6
4516;mountain;6
4517;frozen;16
4518;frozen;16
4519;mountain;6
4520;frozen;16
4521;mountain;6
4522;frozen;16
4523;mountain;6
4524;mountain;6
4525;mountain;6
4526;frozen;16
4527;mountain;6
4528;mountain;6
4529;mountain;6
4530;mountain;6
4531;mountain;6
4532;mountain;6
4533;mountain;6
4534;mountain;6
4535;hills;1
4536;forest;12
4537;mountain;6
4538;mountain;6
4539;mountain;6
4540;mountain;6
4541;mountain;6
4542;mountain;6
4543;mountain;6
4544;mountain;6
4545;mountain;6
4546;mountain;6
4547;mountain;6
4548;mountain;6
4549;mountain;6
4550;mountain;6
4551;mountain;6
4552;forest;12
4553;mountain;6
4554;mountain;6
4555;mountain;6
4556;mountain;6
4557;mountain;6
4558;mountain;6
4559;mountain;6
4560;mountain;6
4561;plains;4
4562;mountain;6
4563;mountain;6
4564;mountain;6
4565;mountain;6
4566;mountain;6
4567;mountain;6
4568;mountain;6
4569;hills;1
4570;mountain;6
4571;mountain;6
4572;mountain;6
4573;mountain;6
4574;mountain;6
4575;mountain;6
4576;forest;12
4577;mountain;6
4578;mountain;6
4579;mountain;6
4580;hills;1
4581;mountain;6
4582;hills;1
4583;mountain;6
4584;mountain;6
4585;mountain;6
4586;mountain;6
4587;plains;4
4588;mountain;6
4589;marsh;9
4590;mountain;6
4591;marsh;9
4592;mountain;6
4593;mountain;6
4594;mountain;6
4595;mountain;6
4596;hills;1
4597;mountain;6
4598;mountain;6
4599;hills;1
4600;mountain;6
4601;forest;12
4602;desert;3
4603;hills;1
4604;mountain;6
4605;mountain;6
4606;mountain;6
4607;mountain;6
4608;mountain;6
4609;mountain;6
4610;mountain;6
4611;plains;4
4612;mountain;6
4613;hills;1
4614;forest;12
4615;mountain;6
4616;mountain;6
4617;mountain;6
4618;mountain;6
4619;mountain;6
4620;hills;1
4621;mountain;6
4622;hills;1
4623;mountain;6
4624;mountain;6
4625;mountain;6
4626;hills;1
4627;hills;1
4628;mountain;6
4629;mountain;6
4630;mountain;6
4631;hills;1
4632;mountain;6
4633;mountain;6
4634;mountain;6
4635;mountain;6
4636;jungle;254
4637;plains;4
4638;mountain;6
4639;mountain;6
4640;mountain;6
4641;hills;1
4642;mountain;6
4643;mountain;6
4644;mountain;6
4645;mountain;6
4646;mountain;6
4647;hills;1
4648;mountain;6
4649;hills;1
4650;mountain;6
4651;mountain;6
4652;hills;1
4653;mountain;6
4654;mountain;6
4655;mountain;6
4656;hills;1
4657;mountain;6
4658;hills;1
4659;desert;3
4660;mountain;6
4661;forest;12
4662;hills;1
4663;mountain;6
4664;mountain;6
4665;mountain;6
4666;mountain;6
4667;mountain;6
4668;mountain;6
4669;mountain;6
4670;mountain;6
4671;mountain;6
4672;hills;1
4673;mountain;6
4674;mountain;6
4675;mountain;6
4676;mountain;6
4677;mountain;6
4678;mountain;6
4679;mountain;6
4680;plains;4
4681;mountain;6
4682;mountain;6
4683;mountain;6
4684;mountain;6
4685;mountain;6
4686;mountain;6
4687;mountain;6
4688;forest;12
4689;jungle;254
4690;plains;4
4691;mountain;6
4692;mountain;6
4693;mountain;6
4694;mountain;6
4695;desert;3
4696;plains;4
4697;desert;3
4698;mountain;6
4699;hills;1
4700;plains;4
4701;mountain;6
4702;mountain;6
4703;mountain;6
4704;hills;1
4705;mountain;6
4706;mountain;6
4707;mountain;6
4708;jungle;254
4709;desert;3
4710;mountain;6
4711;jungle;254
4712;mountain;6
4713;jungle;254
4714;mountain;6
4715;hills;1
4716;mountain;6
4717;plains;4
4718;hills;1
4719;mountain;6
4720;mountain;6
4721;mountain;6
4722;mountain;6
4723;mountain;6
4724;hills;1
4725;mountain;6
4726;forest;12
4727;mountain;6
4728;mountain;6
4729;mountain;6
4730;mountain;6
4731;mountain;6
4732;jungle;254
4733;jungle;254
4734;jungle;254
4735;mountain;6
4736;mountain;6
4737;mountain;6
4738;mountain;6
4739;mountain;6
4740;mountain;6
4741;mountain;6
4742;mountain;6
4743;jungle;254
4744;mountain;6
4745;mountain;6
4746;mountain;6
4747;mountain;6
4748;jungle;254
4749;mountain;6
4750;mountain;6
4751;jungle;254
4752;mountain;6
4753;mountain;6
4754;mountain;6
4755;mountain;6
4756;mountain;6
4757;hills;1
4758;mountain;6
4759;hills;1
4760;mountain;6
4761;hills;1
4762;mountain;6
4763;mountain;6
4764;plains;4
4765;jungle;254
4766;jungle;254
4767;hills;1
4768;mountain;6
4769;mountain;6
4770;marsh;9
4771;mountain;6
4772;mountain;6
4773;desert;3
4774;hills;1
4775;jungle;254
4776;mountain;6
4777;hills;1
4778;mountain;6
4779;mountain;6
4780;plains;4
4781;mountain;6
4782;mountain;6
4783;hills;1
4784;desert;3
4785;mountain;6
4786;mountain;6
4787;mountain;6
4788;mountain;6
4789;mountain;6
4790;plains;4
4791;mountain;6
4792;mountain;6
4793;hills;1
4794;mountain;6
4795;mountain;6
4796;mountain;6
4797;hills;1
4798;hills;1
4799;hills;1
4800;forest;12
4801;mountain;6
4802;hills;1
4803;mountain;6
4804;mountain;6
4805;hills;1
4806;desert;3
4807;hills;1
4808;mountain;6
4809;mountain;6
4810;forest;12
4811;mountain;6
4812;hills;1
4813;mountain;6
4814;mountain;6
4815;mountain;6
4816;mountain;6
4817;hills;1
4818;mountain;6
4819;jungle;254
4820;mountain;6
4821;mountain;6
4822;hills;1
4823;plains;4
4824;mountain;6
4825;plains;4
4826;mountain;6
4827;mountain;6
4828;mountain;6
4829;volcanic;6
4830;mountain;6
4831;hills;1
4832;mountain;6
4833;mountain;6
4834;plains;4
4835;mountain;6
4836;mountain;6
4837;mountain;6
4838;hills;1
4839;desert;3
4840;mountain;6
4841;plains;4
4842;mountain;6
4843;mountain;6
4844;mountain;6
4845;mountain;6
4846;mountain;6
4847;volcanic;6
4848;mountain;6
4849;mountain;6
4850;mountain;6
4851;mountain;6
4852;mountain;6
4853;mountain;6
4854;hills;1
4855;plains;4
4856;mountain;6
4857;mountain;6
4858;hills;1
4859;mountain;6
4860;mountain;6
4861;hills;1
4862;mountain;6
4863;mountain;6
4864;mountain;6
4865;hills;1
4866;mountain;6
4867;mountain;6
4868;mountain;6
4869;mountain;6
4870;mountain;6
4871;jungle;254
4872;hills;1
4873;mountain;6
4874;plains;4
4875;plains;4
4876;mountain;6
4877;mountain;6
4878;mountain;6
4879;hills;1
4880;hills;1
4881;mountain;6
4882;volcanic;6
4883;plains;4
4884;hills;1
4885;mountain;6
4886;hills;1
4887;mountain;6
4888;mountain;6
4889;hills;1
4890;hills;1
4891;mountain;6
4892;hills;1
4893;marsh;9
4894;hills;1
4895;hills;1
4896;mountain;6
4897;marsh;9
4898;mountain;6
4899;mountain;6
4900;mountain;6
4901;mountain;6
4902;hills;1
4903;mountain;6
4904;mountain;6
4905;hills;1
4906;mountain;6
4907;hills;1
4908;mountain;6
4909;mountain;6
4910;mountain;6
4911;mountain;6
4912;mountain;6
4913;mountain;6
4914;hills;1
4915;mountain;6
4916;mountain;6
4917;mountain;6
4918;mountain;6
4919;mountain;6
4920;mountain;6
4921;hills;1
4922;hills;1
4923;hills;1
4924;forest;12
4925;mountain;6
4926;mountain;6
4927;mountain;6
4928;mountain;6
4929;mountain;6
4930;forest;12
4931;plains;4
4932;mountain;6
4933;mountain;6
4934;mountain;6
4935;mountain;6
4936;mountain;6
4937;hills;1
4938;mountain;6
4939;mountain;6
4940;mountain;6
4941;mountain;6
4942;mountain;6
4943;mountain;6
4944;mountain;6
4945;mountain;6
4946;mountain;6
4947;mountain;6
4948;mountain;6
4949;hills;1
4950;forest;12
4951;mountain;6
4952;mountain;6
4953;mountain;6
4954;mountain;6
4955;mountain;6
4956;forest;12
4957;mountain;6
4958;mountain;6
4959;mountain;6
4960;mountain;6
4961;mountain;6
4962;mountain;6
4963;mountain;6
4964;frozen;16
4965;mountain;6
4966;mountain;6
4967;mountain;6
4968;mountain;6
4969;mountain;6
4970;mountain;6
4971;mountain;6
4972;frozen;16
4973;frozen;16
4974;mountain;6
4975;mountain;6
4976;mountain;6
4977;mountain;6
4978;mountain;6
4979;mountain;6
4980;forest;12
4981;forest;12
4982;hills;1
4983;mountain;6
4984;marsh;9
4985;plains;4
4986;plains;4
4987;mountain;6
4988;mountain;6
4989;mountain;6
4990;mountain;6
4991;plains;4
4992;mountain;6
4993;mountain;6
4994;mountain;6
4995;mountain;6
4996;mountain;6
4997;mountain;6
4998;mountain;6
4999;mountain;6
5000;mountain;6
5001;mountain;6
5002;mountain;6
5003;mountain;6
5004;mountain;6
5005;mountain;6
5006;mountain;6
5007;mountain;6
5008;mountain;6
