eu4_area;internal_key;display_name;hoi4_state_id;hoi4_state_name;province_count
914;fu_state_area_1354;Eastern Novari;1354;Eastern Novari;7
915;fu_state_area_28;Nordblasterien;28;Nordblasterien;6
916;fu_state_area_70;Ost-Winston;70;Ost-Winston;6
917;fu_state_area_1135;Pupalley;1135;Pupalley;7
918;fu_state_area_353;West Dazhungli;353;West Dazhungli;7
919;fu_state_area_719;Cocopiegne;719;Cocopiegne;7
920;fu_state_area_143;Sanguine Hills;143;Sanguine Hills;7
921;fu_state_area_945;Oshian Peaks;945;Oshian Peaks;7
922;fu_state_area_1508;Far South Fodaria 9;1508;Far South Fodaria 9;6
923;fu_state_area_769;Carotney;769;Carotney;6
924;fu_state_area_117;Solar Valley;117;Solar Valley;6
925;fu_state_area_928;Lake Ballatonne;928;Lake Ballatonne;6
926;fu_state_area_957;Magnatia;957;Magnatia;6
927;fu_state_area_317;Liliastar;317;Liliastar;5
928;fu_state_area_421;Silal;421;Silal;7
929;fu_state_area_1227;Bearside Lake;1227;Bearside Lake;6
930;fu_state_area_1157;East Cize;1157;East Cize;7
931;fu_state_area_468;Empayre;468;Empayre;7
932;fu_state_area_504;Frosov;504;Frosov;7
933;fu_state_area_517;Gathills;517;Gathills;6
934;fu_state_area_418;Harelyne Magocracy;418;Harelyne Magocracy;6
935;fu_state_area_731;Bordeleau;731;Bordeleau;7
936;fu_state_area_927;Ballatonne Forests;927;Ballatonne Forests;7
937;fu_state_area_1088;Shroomyad;1088;Shroomyad;7
938;fu_state_area_1340;Far East Lokout 7;1340;Far East Lokout 7;7
939;fu_state_area_1243;East Central Ezicania;1243;East Central Ezicania;8
940;fu_state_area_296;Sedanne;296;Sedanne;7
941;fu_state_area_1237;Old Bearia;1237;Old Bearia;8
942;fu_state_area_1213;Rhayman;1213;Rhayman;6
943;fu_state_area_1309;South Harelene;1309;South Harelene;7
944;fu_state_area_1097;East Katezic;1097;East Katezic;8
945;fu_state_area_300;Valledupèr;300;Valledupèr;7
946;fu_state_area_1265;West Northern Heart Mountains;1265;West Northern Heart Mountains;6
947;fu_state_area_1134;Near West Great Hill;1134;Near West Great Hill;7
948;fu_state_area_139;Near East Southern Ezicania;139;Near East Southern Ezicania;7
949;fu_state_area_323;Teksasse;323;Teksasse;6
950;fu_state_area_10;Tiplett;10;Tiplett;7
951;fu_state_area_107;West Northern Ezicania;107;West Northern Ezicania;7
952;fu_state_area_1164;Marine Tranquille;1164;Marine Tranquille;6
953;fu_state_area_1178;Lisbonbon;1178;Lisbonbon;7
954;fu_state_area_466;Northkandle;466;Northkandle;6
955;fu_state_area_1281;Near East The Valley;1281;Near East The Valley;6
956;fu_state_area_461;East Meogartha;461;East Meogartha;1
957;fu_state_area_1066;Extremar;1066;Extremar;7
958;fu_state_area_335;Aricrest;335;Aricrest;6
959;fu_state_area_1239;North Svitanok Ridges;1239;North Svitanok Ridges;6
960;fu_state_area_288;Doughvila;288;Doughvila;7
961;fu_state_area_1056;East Kobalt;1056;East Kobalt;6
962;fu_state_area_142;Cuddlezone;142;Cuddlezone;6
963;fu_state_area_1030;Arborian Shores;1030;Arborian Shores;6
964;fu_state_area_1300;Krawedgory;1300;Krawedgory;7
965;fu_state_area_956;Espen;956;Espen;6
966;fu_state_area_796;Aqùkàr;796;Aqùkàr;7
967;fu_state_area_1125;West Sea Beach;1125;West Sea Beach;7
968;fu_state_area_766;Grandbuney;766;Grandbuney;8
969;fu_state_area_472;Wintermagnet;472;Wintermagnet;7
970;fu_state_area_632;Barkdivostok;632;Barkdivostok;7
971;fu_state_area_1202;Burgeros;1202;Burgeros;8
972;fu_state_area_380;Platishire;380;Platishire;7
973;fu_state_area_1206;Jharuna;1206;Jharuna;7
974;fu_state_area_748;Doneghare;748;Doneghare;8
975;fu_state_area_1124;Calderi;1124;Calderi;8
976;fu_state_area_1232;East Svitankovia;1232;East Svitankovia;7
977;fu_state_area_1108;North Great Ape Groves;1108;North Great Ape Groves;8
978;fu_state_area_138;Felstigerfels;138;Felstigerfels;8
979;fu_state_area_266;Yinvastopol;266;Yinvastopol;7
980;fu_state_area_1509;Far East Fodaria 10;1509;Far East Fodaria 10;6
981;fu_state_area_747;Hoplin;747;Hoplin;8
982;fu_state_area_1275;North Tipanum;1275;North Tipanum;8
983;fu_state_area_960;Chaisen;960;Chaisen;6
984;fu_state_area_369;Eastern Altairyu;369;Eastern Altairyu;7
985;fu_state_area_1098;Ismhal;1098;Ismhal;8
986;fu_state_area_771;Zhangbun;771;Zhangbun;7
987;fu_state_area_1268;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;7
988;fu_state_area_1171;Eulyss Rapids;1171;Eulyss Rapids;7
989;fu_state_area_1204;Meerut;1204;Meerut;7
990;fu_state_area_412;Provicae;412;Provicae;7
991;fu_state_area_1191;Sebowlia 2;1191;Sebowlia 2;6
992;fu_state_area_289;Brekarya;289;Brekarya;7
993;fu_state_area_1087;Near West Lokout;1087;Near West Lokout;7
994;fu_state_area_195;Far West Great Hill;195;Far West Great Hill;8
995;fu_state_area_360;Novanada;360;Novanada;7
996;fu_state_area_784;Rockenbun;784;Rockenbun;6
997;fu_state_area_784_2;Rockenbun;784;Rockenbun;3
998;fu_state_area_460;Sebowlia;460;Sebowlia;1
999;fu_state_area_499;Fungarish;499;Fungarish;6
1000;fu_state_area_4;East Infernum's Castle;4;East Infernum's Castle;8
1001;fu_state_area_1107;North Fishtun;1107;North Fishtun;8
1002;fu_state_area_1215;Near North Great Hill;1215;Near North Great Hill;7
1003;fu_state_area_162;North Lokout;162;North Lokout;7
1004;fu_state_area_250;Aderalum;250;Aderalum;8
1005;fu_state_area_199;Boiler Town;199;Boiler Town;7
1006;fu_state_area_1084;Far East Lokout 3;1084;Far East Lokout 3;8
1007;fu_state_area_167;Sea Beach;167;Sea Beach;7
1008;fu_state_area_767;Bunmal;767;Bunmal;6
1009;fu_state_area_1143;Bumbleburg;1143;Bumbleburg;7
1010;fu_state_area_1110;Vampstanta;1110;Vampstanta;7
1011;fu_state_area_1216;South Yinjatzbereich;1216;South Yinjatzbereich;5
1012;fu_state_area_1216_2;South Yinjatzbereich;1216;South Yinjatzbereich;4
1013;fu_state_area_1276;North Lomo;1276;North Lomo;8
1014;fu_state_area_1208;New Kumakh;1208;New Kumakh;7
1015;fu_state_area_1147;Far East Monke Slopes 6;1147;Far East Monke Slopes 6;7
1016;fu_state_area_1260;Riverboden;1260;Riverboden;7
1017;fu_state_area_318;Novenna;318;Novenna;7
1018;fu_state_area_171;Staullparche;171;Staullparche;7
1019;fu_state_area_1057;Panplona;1057;Panplona;8
1020;fu_state_area_1298;Near South Infernum's Castle;1298;Near South Infernum's Castle;5
1021;fu_state_area_1298_2;Near South Infernum's Castle;1298;Near South Infernum's Castle;4
1022;fu_state_area_1142;Bensonlak;1142;Bensonlak;7
1023;fu_state_area_750;Adhare;750;Adhare;8
1024;fu_state_area_355;Northern Hervus;355;Northern Hervus;7
1025;fu_state_area_1224;East Northern Svitanok Desert;1224;East Northern Svitanok Desert;7
1026;fu_state_area_498;Hammerhand;498;Hammerhand;8
1027;fu_state_area_1096;Shiitofuf;1096;Shiitofuf;8
1028;fu_state_area_981;Badrock;981;Badrock;8
1029;fu_state_area_1271;Croakenburg;1271;Croakenburg;8
1030;fu_state_area_1271_2;Croakenburg;1271;Croakenburg;1
1031;fu_state_area_5;New Iantrus;5;New Iantrus;7
1032;fu_state_area_376;Far West Tundrabor;376;Far West Tundrabor;8
1033;fu_state_area_774;Bunoshima;774;Bunoshima;7
1034;fu_state_area_516;Mushile;516;Mushile;8
1035;fu_state_area_749;Southport;749;Southport;8
1036;fu_state_area_754;Firesea;754;Firesea;8
1037;fu_state_area_1259;New Bearia;1259;New Bearia;8
1038;fu_state_area_33;Kelp Coasts;33;Kelp Coasts;8
1039;fu_state_area_1329;Near North Lokout;1329;Near North Lokout;7
1040;fu_state_area_1282;North The Valley;1282;North The Valley;7
1041;fu_state_area_399;Bunteria;399;Bunteria;7
1042;fu_state_area_1412;Cheet;1412;Cheet;7
1043;fu_state_area_159;Pawstion;159;Pawstion;8
1044;fu_state_area_606;Nitros;606;Nitros;8
1045;fu_state_area_1120;Drybourg;1120;Drybourg;5
1046;fu_state_area_1120_2;Drybourg;1120;Drybourg;5
1047;fu_state_area_1285;Lalaland;1285;Lalaland;5
1048;fu_state_area_1285_2;Lalaland;1285;Lalaland;4
1049;fu_state_area_1222;East Yinjite Forest;1222;East Yinjite Forest;8
1050;fu_state_area_134;Svitanok Ridges;134;Svitanok Ridges;8
1051;fu_state_area_1249;Central Svitanok Desert;1249;Central Svitanok Desert;7
1052;fu_state_area_549;Katnemasse;549;Katnemasse;7
1053;fu_state_area_871;Nova Sealtle;871;Nova Sealtle;1
1054;fu_state_area_1205;Meghaduta;1205;Meghaduta;7
1055;fu_state_area_20;Meoneva;20;Meoneva;7
1056;fu_state_area_310;Far East Monke Slopes 4;310;Far East Monke Slopes 4;5
1057;fu_state_area_310_2;Far East Monke Slopes 4;310;Far East Monke Slopes 4;4
1058;fu_state_area_781;Pohtinville;781;Pohtinville;8
1059;fu_state_area_1072;Meagas;1072;Meagas;7
1060;fu_state_area_230;Meowscow;230;Meowscow;8
1061;fu_state_area_170;Jonesbearo;170;Jonesbearo;5
1062;fu_state_area_170_2;Jonesbearo;170;Jonesbearo;4
1063;fu_state_area_77;Flerk;77;Flerk;8
1064;fu_state_area_1236;East Northern Heart Mountains;1236;East Northern Heart Mountains;8
1065;fu_state_area_1248;Svitankovia;1248;Svitankovia;8
1066;fu_state_area_1141;East Brewtun;1141;East Brewtun;7
1067;fu_state_area_1090;North Quiveria;1090;North Quiveria;6
1068;fu_state_area_1090_2;North Quiveria;1090;North Quiveria;3
1069;fu_state_area_1355;Ravenna;1355;Ravenna;8
1070;fu_state_area_793;Nòvbàrùs;793;Nòvbàrùs;8
1071;fu_state_area_1264;East Northern Ezicania;1264;East Northern Ezicania;8
1072;fu_state_area_1207;New Basni;1207;New Basni;7
1073;fu_state_area_1131;Gallifly;1131;Gallifly;8
1074;fu_state_area_330;Novastaati;330;Novastaati;8
1075;fu_state_area_92;Northern Ezicania;92;Northern Ezicania;7
1076;fu_state_area_1225;West Flerk;1225;West Flerk;8
1077;fu_state_area_1352;Kambosland;1352;Kambosland;8
1078;fu_state_area_788;Grandbun Woods;788;Grandbun Woods;7
1079;fu_state_area_952;Vensis;952;Vensis;7
1080;fu_state_area_533;Kleinberg;533;Kleinberg;8
1081;fu_state_area_1177;Dazhungli;1177;Dazhungli;8
1082;fu_state_area_1133;Hymnburg;1133;Hymnburg;8
1083;fu_state_area_72;Western Ejac;72;Western Ejac;6
1084;fu_state_area_72_2;Western Ejac;72;Western Ejac;3
1085;fu_state_area_1201;South Koti;1201;South Koti;8
1086;fu_state_area_476;Biskuitgorod;476;Biskuitgorod;5
1087;fu_state_area_476_2;Biskuitgorod;476;Biskuitgorod;4
1088;fu_state_area_545;Katstone;545;Katstone;8
1089;fu_state_area_1277;West Tundrabor;1277;West Tundrabor;7
1090;fu_state_area_1293;Zachokran;1293;Zachokran;8
1091;fu_state_area_1069;East-Tomopolis;1069;East-Tomopolis;7
1092;fu_state_area_391;Oltenitza;391;Oltenitza;8
1093;fu_state_area_1292;Wschobregi;1292;Wschobregi;7
1094;fu_state_area_129;Warm Springs;129;Warm Springs;5
1095;fu_state_area_129_2;Warm Springs;129;Warm Springs;4
1096;fu_state_area_500;East Great Hill;500;East Great Hill;8
1097;fu_state_area_130;South Katezic;130;South Katezic;8
1098;fu_state_area_130_2;South Katezic;130;South Katezic;1
1099;fu_state_area_422;Airmaster Sanctuaries;422;Airmaster Sanctuaries;5
1100;fu_state_area_422_2;Airmaster Sanctuaries;422;Airmaster Sanctuaries;4
1101;fu_state_area_753;Bungle;753;Bungle;8
1102;fu_state_area_770;Bunbunia;770;Bunbunia;8
1103;fu_state_area_1173;Cookimbra;1173;Cookimbra;8
1104;fu_state_area_1095;Falldah;1095;Falldah;5
1105;fu_state_area_1095_2;Falldah;1095;Falldah;4
1106;fu_state_area_866;Penglin;866;Penglin;2
1107;fu_state_area_1299;Gorskzableg;1299;Gorskzableg;5
1108;fu_state_area_1299_2;Gorskzableg;1299;Gorskzableg;4
1109;fu_state_area_137;Lokout;137;Lokout;5
1110;fu_state_area_137_2;Lokout;137;Lokout;4
1111;fu_state_area_1145;Far North Great Hill 3;1145;Far North Great Hill 3;5
1112;fu_state_area_1145_2;Far North Great Hill 3;1145;Far North Great Hill 3;4
1113;fu_state_area_212;Jérezucar;212;Jérezucar;8
1114;fu_state_area_1269;Near East Northern Heart Mountains;1269;Near East Northern Heart Mountains;5
1115;fu_state_area_1269_2;Near East Northern Heart Mountains;1269;Near East Northern Heart Mountains;4
1116;fu_state_area_1132;Steaming Lake;1132;Steaming Lake;5
1117;fu_state_area_1132_2;Steaming Lake;1132;Steaming Lake;4
1118;fu_state_area_1238;North Tatshire;1238;North Tatshire;5
1119;fu_state_area_1238_2;North Tatshire;1238;North Tatshire;4
1120;fu_state_area_768;Yelbun;768;Yelbun;5
1121;fu_state_area_768_2;Yelbun;768;Yelbun;4
1122;fu_state_area_191;Roquatzia;191;Roquatzia;6
1123;fu_state_area_191_2;Roquatzia;191;Roquatzia;3
1124;fu_state_area_172;Plaz;172;Plaz;8
1125;fu_state_area_407;Zeeland;407;Zeeland;8
1126;fu_state_area_184;Albatlulia;184;Albatlulia;5
1127;fu_state_area_184_2;Albatlulia;184;Albatlulia;4
1128;fu_state_area_1278;Near West Tundrabor;1278;Near West Tundrabor;5
1129;fu_state_area_1278_2;Near West Tundrabor;1278;Near West Tundrabor;4
1130;fu_state_area_114;North Western Ejac;114;North Western Ejac;5
1131;fu_state_area_114_2;North Western Ejac;114;North Western Ejac;4
1132;fu_state_area_1082;Far East Lokout 6;1082;Far East Lokout 6;8
1133;fu_state_area_1082_2;Far East Lokout 6;1082;Far East Lokout 6;2
1134;fu_state_area_773;Harity Falls;773;Harity Falls;5
1135;fu_state_area_773_2;Harity Falls;773;Harity Falls;4
1136;fu_state_area_1196;Manaan;1196;Manaan;8
1137;fu_state_area_1233;East Svitanok Ridges;1233;East Svitanok Ridges;5
1138;fu_state_area_1233_2;East Svitanok Ridges;1233;East Svitanok Ridges;4
1139;fu_state_area_1061;Bergshire;1061;Bergshire;6
1140;fu_state_area_1061_2;Bergshire;1061;Bergshire;3
1141;fu_state_area_18;Jhaoq;18;Jhaoq;8
1142;fu_state_area_64;Southern Lebril;64;Southern Lebril;5
1143;fu_state_area_64_2;Southern Lebril;64;Southern Lebril;4
1144;fu_state_area_1051;Sudkronk;1051;Sudkronk;6
1145;fu_state_area_1051_2;Sudkronk;1051;Sudkronk;3
1146;fu_state_area_1077;Podomia;1077;Podomia;8
1147;fu_state_area_304;Craiovetzi;304;Craiovetzi;5
1148;fu_state_area_304_2;Craiovetzi;304;Craiovetzi;4
1149;fu_state_area_1148;Far East Monke Slopes 5;1148;Far East Monke Slopes 5;5
1150;fu_state_area_1148_2;Far East Monke Slopes 5;1148;Far East Monke Slopes 5;4
1151;fu_state_area_874;Neufennhause;874;Neufennhause;5
1152;fu_state_area_1112;Batau;1112;Batau;5
1153;fu_state_area_1112_2;Batau;1112;Batau;4
1154;fu_state_area_1245;Near South Flerk;1245;Near South Flerk;8
1155;fu_state_area_1188;Zaradoughza;1188;Zaradoughza;5
1156;fu_state_area_1188_2;Zaradoughza;1188;Zaradoughza;5
1157;fu_state_area_200;Krazan;200;Krazan;5
1158;fu_state_area_200_2;Krazan;200;Krazan;4
1159;fu_state_area_378;The Valley;378;The Valley;5
1160;fu_state_area_378_2;The Valley;378;The Valley;4
1161;fu_state_area_411;Earthmaster Quarries;411;Earthmaster Quarries;5
1162;fu_state_area_411_2;Earthmaster Quarries;411;Earthmaster Quarries;4
1163;fu_state_area_1070;Tomopolis;1070;Tomopolis;5
1164;fu_state_area_1070_2;Tomopolis;1070;Tomopolis;5
1165;fu_state_area_620;Tyukland;620;Tyukland;5
1166;fu_state_area_620_2;Tyukland;620;Tyukland;4
1167;fu_state_area_1189;Pastelona;1189;Pastelona;6
1168;fu_state_area_1189_2;Pastelona;1189;Pastelona;4
1169;fu_state_area_624;Daichester;624;Daichester;5
1170;fu_state_area_624_2;Daichester;624;Daichester;5
1171;fu_state_area_1274;North Usswaeri;1274;North Usswaeri;8
1172;fu_state_area_783;Buntowel;783;Buntowel;5
1173;fu_state_area_783_2;Buntowel;783;Buntowel;4
1174;fu_state_area_853;Pidin;853;Pidin;5
1175;fu_state_area_1210;Bakecaramangé;1210;Bakecaramangé;6
1176;fu_state_area_1210_2;Bakecaramangé;1210;Bakecaramangé;3
1177;fu_state_area_795;Korpeio;795;Korpeio;5
1178;fu_state_area_795_2;Korpeio;795;Korpeio;4
1179;fu_state_area_1247;Northern Svitanok Desert;1247;Northern Svitanok Desert;5
1180;fu_state_area_1247_2;Northern Svitanok Desert;1247;Northern Svitanok Desert;4
1181;fu_state_area_210;North Northern Heart Mountains;210;North Northern Heart Mountains;6
1182;fu_state_area_210_2;North Northern Heart Mountains;210;North Northern Heart Mountains;3
1183;fu_state_area_1217;South Northern Ezicania;1217;South Northern Ezicania;5
1184;fu_state_area_1217_2;South Northern Ezicania;1217;South Northern Ezicania;5
1185;fu_state_area_1223;Bearton;1223;Bearton;7
1186;fu_state_area_1223_2;Bearton;1223;Bearton;3
1187;fu_state_area_1170;Ballens;1170;Ballens;5
1188;fu_state_area_1170_2;Ballens;1170;Ballens;4
1189;fu_state_area_1306;Near West Southport;1306;Near West Southport;6
1190;fu_state_area_1306_2;Near West Southport;1306;Near West Southport;3
1191;fu_state_area_1109;Near North Great Ape Groves;1109;Near North Great Ape Groves;7
1192;fu_state_area_1109_2;Near North Great Ape Groves;1109;Near North Great Ape Groves;3
1193;fu_state_area_1296;Duzygaj;1296;Duzygaj;5
1194;fu_state_area_1296_2;Duzygaj;1296;Duzygaj;4
1195;fu_state_area_1280;East The Valley;1280;East The Valley;5
1196;fu_state_area_1280_2;East The Valley;1280;East The Valley;5
1197;fu_state_area_1136;Beeronx;1136;Beeronx;5
1198;fu_state_area_1136_2;Beeronx;1136;Beeronx;5
1199;fu_state_area_505;Kraiiovat;505;Kraiiovat;5
1200;fu_state_area_505_2;Kraiiovat;505;Kraiiovat;4
1201;fu_state_area_1240;Far West Lokout 5;1240;Far West Lokout 5;5
1202;fu_state_area_1240_2;Far West Lokout 5;1240;Far West Lokout 5;4
1203;fu_state_area_1302;Near West Westpaw;1302;Near West Westpaw;5
1204;fu_state_area_1302_2;Near West Westpaw;1302;Near West Westpaw;5
1205;fu_state_area_434;Kipu;434;Kipu;5
1206;fu_state_area_1197;Tiir;1197;Tiir;5
1207;fu_state_area_1197_2;Tiir;1197;Tiir;4
1208;fu_state_area_1183;Doughnada;1183;Doughnada;5
1209;fu_state_area_1183_2;Doughnada;1183;Doughnada;4
1210;fu_state_area_404;Regnus;404;Regnus;5
1211;fu_state_area_404_2;Regnus;404;Regnus;5
1212;fu_state_area_181;Great Hill;181;Great Hill;5
1213;fu_state_area_181_2;Great Hill;181;Great Hill;5
1214;fu_state_area_867;Konigland;867;Konigland;2
1215;fu_state_area_1294;West Westpaw;1294;West Westpaw;5
1216;fu_state_area_1294_2;West Westpaw;1294;West Westpaw;5
1217;fu_state_area_1194;Somtaaw;1194;Somtaaw;5
1218;fu_state_area_1194_2;Somtaaw;1194;Somtaaw;5
1219;fu_state_area_1220;Near North Northern Ezicania;1220;Near North Northern Ezicania;5
1220;fu_state_area_1220_2;Near North Northern Ezicania;1220;Near North Northern Ezicania;5
1221;fu_state_area_958;Lairen;958;Lairen;5
1222;fu_state_area_958_2;Lairen;958;Lairen;4
1223;fu_state_area_458;South Westpaw;458;South Westpaw;2
1224;fu_state_area_457;Far South Infernum's Castle 3;457;Far South Infernum's Castle 3;2
1225;fu_state_area_787;Hareport;787;Hareport;5
1226;fu_state_area_787_2;Hareport;787;Hareport;5
1227;fu_state_area_1092;West Lokout;1092;West Lokout;5
1228;fu_state_area_1092_2;West Lokout;1092;West Lokout;5
1229;fu_state_area_362;North Monke Slopes;362;North Monke Slopes;6
1230;fu_state_area_362_2;North Monke Slopes;362;North Monke Slopes;5
1231;fu_state_area_1284;South Irkentia;1284;South Irkentia;7
1232;fu_state_area_1284_2;South Irkentia;1284;South Irkentia;5
1233;fu_state_area_247;Cookartagena;247;Cookartagena;6
1234;fu_state_area_247_2;Cookartagena;247;Cookartagena;5
1235;fu_state_area_1295;Far West Westpaw;1295;Far West Westpaw;6
1236;fu_state_area_1295_2;Far West Westpaw;1295;Far West Westpaw;4
1237;fu_state_area_1192;Crumbrid;1192;Crumbrid;5
1238;fu_state_area_1192_2;Crumbrid;1192;Crumbrid;6
1239;fu_state_area_46;Lebril Range;46;Lebril Range;6
1240;fu_state_area_46_2;Lebril Range;46;Lebril Range;5
1241;fu_state_area_1273;North Datlof;1273;North Datlof;5
1242;fu_state_area_1273_2;North Datlof;1273;North Datlof;6
1243;fu_state_area_209;Paktu;209;Paktu;5
1244;fu_state_area_209_2;Paktu;209;Paktu;5
1245;fu_state_area_1093;Far West Lokout 4;1093;Far West Lokout 4;5
1246;fu_state_area_1093_2;Far West Lokout 4;1093;Far West Lokout 4;5
1247;fu_state_area_1246;Far West Flerk;1246;Far West Flerk;5
1248;fu_state_area_1246_2;Far West Flerk;1246;Far West Flerk;7
1249;fu_state_area_1091;Far West Lokout 3;1091;Far West Lokout 3;6
1250;fu_state_area_1091_2;Far West Lokout 3;1091;Far West Lokout 3;5
1251;fu_state_area_465;South Pico;465;South Pico;2
1252;fu_state_area_55;Duuhr Sanctuary;55;Duuhr Sanctuary;5
1253;fu_state_area_55_2;Duuhr Sanctuary;55;Duuhr Sanctuary;6
1254;fu_state_area_263;Great Vardalv;263;Great Vardalv;5
1255;fu_state_area_263_2;Great Vardalv;263;Great Vardalv;6
1256;fu_state_area_622;Qwydai;622;Qwydai;5
1257;fu_state_area_622_2;Qwydai;622;Qwydai;6
1258;fu_state_area_1184;Bakecelona;1184;Bakecelona;5
1259;fu_state_area_1184_2;Bakecelona;1184;Bakecelona;6
1260;fu_state_area_1138;Far East Monke Slopes 3;1138;Far East Monke Slopes 3;5
1261;fu_state_area_1138_2;Far East Monke Slopes 3;1138;Far East Monke Slopes 3;6
1262;fu_state_area_290;Magdalonja;290;Magdalonja;7
1263;fu_state_area_290_2;Magdalonja;290;Magdalonja;3
1264;fu_state_area_1060;Ejac;1060;Ejac;6
1265;fu_state_area_1060_2;Ejac;1060;Ejac;5
1266;fu_state_area_26;Ibrumore;26;Ibrumore;5
1267;fu_state_area_26_2;Ibrumore;26;Ibrumore;6
1268;fu_state_area_424;Far East Irkentia;424;Far East Irkentia;7
1269;fu_state_area_424_2;Far East Irkentia;424;Far East Irkentia;5
1270;fu_state_area_1063;Lebril;1063;Lebril;6
1271;fu_state_area_1063_2;Lebril;1063;Lebril;6
1272;fu_state_area_462;North Southern Ice Cap;462;North Southern Ice Cap;2
1273;fu_state_area_390;South Espen;390;South Espen;7
1274;fu_state_area_390_2;South Espen;390;South Espen;7
1275;fu_state_area_1130;Calder Coasts;1130;Calder Coasts;5
1276;fu_state_area_1130_2;Calder Coasts;1130;Calder Coasts;5
1277;fu_state_area_1130_3;Calder Coasts;1130;Calder Coasts;3
1278;fu_state_area_857;Paimen;857;Paimen;3
1279;fu_state_area_61;Inner Arkbus;61;Inner Arkbus;7
1280;fu_state_area_61_2;Inner Arkbus;61;Inner Arkbus;6
1281;fu_state_area_1075;Southern Meagas;1075;Southern Meagas;7
1282;fu_state_area_1075_2;Southern Meagas;1075;Southern Meagas;5
1283;fu_state_area_854;Teho;854;Teho;7
1284;fu_state_area_1064;Central Arkbus;1064;Central Arkbus;7
1285;fu_state_area_1064_2;Central Arkbus;1064;Central Arkbus;5
1286;fu_state_area_501;North Myriad;501;North Myriad;5
1287;fu_state_area_501_2;North Myriad;501;North Myriad;5
1288;fu_state_area_501_3;North Myriad;501;North Myriad;4
1289;fu_state_area_86;Quiveria;86;Quiveria;5
1290;fu_state_area_86_2;Quiveria;86;Quiveria;6
1291;fu_state_area_86_3;Quiveria;86;Quiveria;3
1292;fu_state_area_1068;Ibrum Marsh;1068;Ibrum Marsh;7
1293;fu_state_area_1068_2;Ibrum Marsh;1068;Ibrum Marsh;5
1294;fu_state_area_1074;Central Laurandar;1074;Central Laurandar;5
1295;fu_state_area_1074_2;Central Laurandar;1074;Central Laurandar;5
1296;fu_state_area_1074_3;Central Laurandar;1074;Central Laurandar;3
1297;fu_state_area_440;Las Pengu;440;Las Pengu;2
1298;fu_state_area_855;Koti;855;Koti;7
1299;fu_state_area_1059;Vey;1059;Vey;5
1300;fu_state_area_1059_2;Vey;1059;Vey;5
1301;fu_state_area_1059_3;Vey;1059;Vey;3
1302;fu_state_area_1071;Tatshire;1071;Tatshire;5
1303;fu_state_area_1071_2;Tatshire;1071;Tatshire;6
1304;fu_state_area_1071_3;Tatshire;1071;Tatshire;4
1305;fu_state_area_451;South Stratia;451;South Stratia;7
1306;fu_state_area_1065;Rivshire;1065;Rivshire;5
1307;fu_state_area_1065_2;Rivshire;1065;Rivshire;5
1308;fu_state_area_1065_3;Rivshire;1065;Rivshire;4
1309;fu_state_area_1073;Lakshire;1073;Lakshire;6
1310;fu_state_area_1073_2;Lakshire;1073;Lakshire;5
1311;fu_state_area_1073_3;Lakshire;1073;Lakshire;4
1312;fu_state_area_862;Suokaa;862;Suokaa;3
1313;fu_state_area_35;Tatsania;35;Tatsania;5
1314;fu_state_area_35_2;Tatsania;35;Tatsania;5
1315;fu_state_area_35_3;Tatsania;35;Tatsania;5
1316;fu_state_area_1062;Coastal Arkbus;1062;Coastal Arkbus;5
1317;fu_state_area_1062_2;Coastal Arkbus;1062;Coastal Arkbus;5
1318;fu_state_area_1062_3;Coastal Arkbus;1062;Coastal Arkbus;5
1319;fu_state_area_9;Sodburn;9;Sodburn;6
1320;fu_state_area_9_2;Sodburn;9;Sodburn;8
1321;fu_state_area_861;Uutta;861;Uutta;7
1322;fu_state_area_1078;Sodandar;1078;Sodandar;5
1323;fu_state_area_1078_2;Sodandar;1078;Sodandar;6
1324;fu_state_area_1078_3;Sodandar;1078;Sodandar;5
1325;fu_state_area_1076;Laurngrove;1076;Laurngrove;5
1326;fu_state_area_1076_2;Laurngrove;1076;Laurngrove;6
1327;fu_state_area_1076_3;Laurngrove;1076;Laurngrove;4
1328;fu_state_area_858;Palaa;858;Palaa;5
1329;fu_state_area_860;Kivaa;860;Kivaa;8
1330;fu_state_area_442;Penghatan;442;Penghatan;5
1331;fu_state_area_442_2;Penghatan;442;Penghatan;4
1332;fu_state_area_63;Dredshire;63;Dredshire;7
1333;fu_state_area_63_2;Dredshire;63;Dredshire;5
1334;fu_state_area_63_3;Dredshire;63;Dredshire;5
1335;fu_state_area_446;Nonik;446;Nonik;3
1336;fu_state_area_859;Uutta;859;Uutta;5
1337;fu_state_area_859_2;Uutta;859;Uutta;4
1338;fu_state_area_469;Ibrumopolis;469;Ibrumopolis;5
1339;fu_state_area_469_2;Ibrumopolis;469;Ibrumopolis;5
1340;fu_state_area_469_3;Ibrumopolis;469;Ibrumopolis;5
1341;fu_state_area_469_4;Ibrumopolis;469;Ibrumopolis;3
1342;fu_state_area_464;South Ciptol;464;South Ciptol;3
1343;fu_state_area_872;Penglia;872;Penglia;3
1344;fu_state_area_863;Tuomita;863;Tuomita;5
1345;fu_state_area_429;Jolloin;429;Jolloin;4
1346;fu_state_area_856;Siina;856;Siina;6
1347;fu_state_area_856_2;Siina;856;Siina;4
1348;fu_state_area_508;Harelene;508;Harelene;5
1349;fu_state_area_865;Pysya;865;Pysya;5
